PROGRAM,CODE,COURSE,UNIT,TYPE,PREREQUISITE,LEVEL,SEMESTER
HB NCII,MMW123,MATHEMATICS IN MODERN WORLD,3,GEN_ED,,1,2
HB NCII,HK124,HOUSEKEEPING 2 - HOUSEKEEPING OPERATIONS SUPERVISOR),4,TECH_SKILL,,1,2
HB NCII,AWC124,COOKERY 2 - INTERNATIONAL CUISINE (ASIAN AND WESTERN),4,TECH_SKILL,,1,2
HKP NCII,OSHP223,OCCUPATIONAL HEALTH AND SAFETY PRACTICE,3,GEN_ED,,1,1
HKP NCII,ISA113,"INTEGRATED SOFTWARE APPLICATIONS 1 (COMPUTER WITH WINDOWS, MIS CONCEPTS, AND DESKTOP PUBLISHING)",3,TECH_SKILL,,1,1
HKP NCII,MMW113,MATHEMATICS IN MODERN WORLD,3,GEN_ED,,1,1
HKP NCII,HK114,HOUSEKEEPING 1 - GUESTROOM CLEANING,4,TECH_SKILL,,1,1
HKP NCII,HK124,HOUSEKEEPING 2 - HOUSEKEEPING OPERATIONS SUPERVISOR),4,TECH_SKILL,,1,1
SMAW NCI and NCII,DRW113,TECHNICAL DRAWING,3,TECH_SKILL,,1,1
SMAW NCI and NCII,PCOM113,PURPOSIVE COMMUNICATION,3,GEN_ED,,1,1
SMAW NCI and NCII,SHOP11,WELDING AND FABRICATION,5,TECH_SKILL,,1,1
SMAW NCI and NCII,ASP123,APPLY SAFETY PRACTICES,3,TECH_SKILL,,1,2
SMAW NCI and NCII,IN-PLANT,SUPERVISED INDUSTRY LEARNING,4,CAP_OJT,,1,2
SMAW NCI and NCII,SHOP12,WELDING AND FABRICATION,5,TECH_SKILL,,1,2
